ID_REF,GSM941830,GSM941831,GSM941832,GSM941833,GSM941834,GSM941835,GSM941836,GSM941837,GSM941838,GSM941839,GSM941840,GSM941841,GSM941842,GSM941843,GSM941844,GSM941845,GSM941846,GSM941847,GSM941848,GSM941849,GSM941850,GSM941851
1405_i_at,-0.3855505771275071,0.28080245678257726,0.023273411879789152,-0.08460520266707396,0.2627928059581494,-0.13915178572981735,1.3299261656749608,0.8207517780579444,0.8134988608513457,0.45221928439462444,0.9835218014061126,0.9050610472976147,0.8120497647734793,0.3846513477632075,0.9660356268880015,1.0142900129797678,0.691276628522872,0.7049881389173338,0.7441191897799022,1.1186801611617394,1.0088654546603717,0.30563887048312627
1552302_at,-0.3462958865336378,-0.43081001347548675,-0.34615471953955934,-0.3090778022146874,-0.08795950055292132,-0.16762878888562233,0.1990816112304986,0.2061819407058013,0.34666251839419926,0.5696294089435332,0.1262917499610981,0.6094474756481655,0.5962715007378239,0.39653485534997085,0.09037207817320991,0.39381843294170116,0.4832334584472812,0.2770760841996764,0.28906967795923766,0.19678986939649232,0.3507329113078028,0.4210514920426052
1552323_s_at,-0.7662095362614579,-0.8439294338656497,-0.9361997913553581,-0.5533122213085296,-0.8325860925487143,-0.9335935178890729,-0.6925546759978162,-0.1936669569518039,-0.06621149416010211,-0.1264023117387893,-0.7025008321760633,-0.5889302105796521,-0.34371370998473233,-0.10610399649635753,-0.22714467775031177,-0.30761482368098836,-0.7055831326180908,-0.5238749626599003,-0.17768972097912014,-0.7055082475219128,0.08481747405200196,-0.11071411681272535
1552400_a_at,0.17583440831864017,0.48488496190056407,0.23268316314813592,0.4822752476841997,0.2359180568834621,0.06423167926554983,-0.5401546676243093,-0.3598293277722053,-0.41398298543653567,-0.3185844444921414,-0.41044766349157846,-0.5035165629799983,-0.3961141931514892,-0.32638164036770034,-0.3212871938838979,-0.3298785610494452,-0.5140800464173192,-0.3166891861366298,-0.31995893379489526,-0.3342004949742608,-0.4093664218137129,-0.408678566576504
1552402_at,0.6180009468111528,1.2928359960485254,1.324472887620415,1.6135814206629808,1.0869752776077284,0.6244416064105792,0.7827114624565519,0.7706546436357181,0.7059168053633691,1.2699557870952516,0.5617836301615204,0.7822449102372635,0.7983735456691783,0.5702042047808105,0.9778677461227446,0.559085147476803,1.3261726357741863,1.553852393687695,1.0385668259854204,1.1079408757463283,1.0987736474251277,0.47826854277859415
1552455_at,1.4780776394134592,-0.6517591209981497,0.5984495835653313,0.5713550463322802,0.42736432570601884,1.5612243393717906,1.0162759642776393,0.7154731288367356,0.7840831713219903,0.33854270328748554,1.2677957697623703,0.8490525975013217,0.9056395999963728,1.1085404988418779,0.7218846812194019,1.1254576352515686,0.5436005178928,-0.19254593761235483,0.945401479672821,0.8931452907766161,0.9190902918454101,1.0767402075706527
1552491_at,2.029659193688776,2.0952930063044803,1.7940916273857885,1.9459737269044401,1.9543914222399321,1.4838278943216838,1.130448368446694,1.50468835006186,1.1897612853064385,1.4317114181748267,1.0485185535470258,1.2008940680484586,1.2022448576272426,1.1995622138110005,1.3970093595445383,1.5663065140168344,1.1102807904649625,1.4996977244865342,1.0353973678222343,1.4149142579120555,1.35066467315913,0.7677308604358009
1552516_a_at,0.7972031835616491,0.931151660859352,0.988696426557723,0.6925110538933708,1.0105925835868084,0.8350534360358084,-0.13240395248388492,0.17985086422272709,0.33134487061497575,0.3390020976117989,-0.09670195874542831,-0.3022299887205403,-0.029365812938094014,-0.17599445018953344,0.08860697527132054,-0.3154704551596223,0.28364085308360537,-0.37766125905696973,-0.4146069331441506,0.07483150881173191,-0.2954309255886982,0.02900718912004424
1552519_at,-0.3512115155258352,-0.5213728749159837,0.1221275514558637,-0.4326918888790669,-0.43394973381102064,-0.11236604361110983,-0.3348223427827829,0.06838358753770978,0.14786164928761034,0.13958327694953507,0.8073302248278583,1.0564943959066642,0.5908264231511904,0.8917144733715396,-0.35398922944313244,-0.412640018833839,-0.3208445023385212,-0.4856356723629564,-0.7536134430408453,-0.5104142061129386,0.6155110705705984,0.8422835723893576
1552615_at,1.04968280149494,1.1628487802809988,1.4126019025970005,1.3262659517272544,1.2450370193024984,1.2074473051645163,0.5829436732408623,0.6609246735703577,0.5401313388416125,0.692487056134596,0.279175064971201,0.5576778679535932,0.6648351416739802,0.7185985408247548,0.7347252777327576,0.5197948948737907,0.9361365736943204,0.7099379497533114,0.35461806673726465,0.8384958055157238,0.4203572681289204,0.7047300758602182
