ID_REF,GSM139501,GSM139502,GSM139503,GSM139504,GSM139505,GSM139506,GSM139507,GSM139508,GSM139509,GSM139510,GSM139511,GSM139512,GSM139513,GSM139514,GSM139515,GSM139516,GSM139517,GSM139518,GSM139519,GSM139520,GSM139521,GSM139522,GSM139523,GSM139524,GSM139525,GSM139526,GSM139527,GSM139528,GSM139529,GSM139530,GSM139531,GSM139532,GSM139533,GSM139534,GSM139535,GSM139536,GSM139537
204026_s_at,-0.06379034866570311,-0.07164849412242763,0.3539129434995841,-0.08010788231300324,-0.7112385703006979,0.3598642795850937,0.25673875302004,-0.19968951569947843,0.7066586728229517,-0.05549824794651709,0.07515405643704504,0.009769240818813864,0.158212626648313,0.48206627407642055,-0.24842450027583513,0.5122839632580971,0.5159625354019367,0.5132930624607653,-0.15480796435880106,0.0598130573391029,0.7146348471582816,0.42967029524948164,-0.22082434978997081,0.2690542062610516,0.12211562958354702,0.2549360431313866,0.029422311131410833,0.2385001946901495,0.0348902685275567,0.23887128229333593,-0.06941840244621407,-0.6214435467740572,0.6804829998047652,-0.19165481513734803,-0.10034214345270721,0.5136904118971422,0.1577998599646763
206059_at,0.9947638485556148,0.9088929713969724,0.7276316912447668,0.7407495422755389,2.057185746593763,1.5146274419466927,1.0295788230024283,1.346484634161306,0.8644043024039769,1.1427693365994473,1.287054897055125,1.4277677435089349,1.516623864889167,1.372704317390086,1.3493488175309467,0.8020898437798031,0.975076005388154,0.9766638005974511,1.1081781910667707,1.4534433365693427,1.2238325271798545,0.9669238026726122,0.8969602720286157,0.3584182569605327,1.432208408944337,0.34708560566040403,0.7219209538501764,0.5846120467292647,0.6581851010143308,0.9272235555803316,0.5629042564371616,0.981167162681481,0.4055570031406079,0.7703164862884964,0.973116735373976,0.6026279038256754,1.099872769947025
215019_x_at,0.9063956476443816,0.5569499075495997,1.1185452924008794,0.5859723848339908,-0.0709266422944206,0.7764915638071966,0.7928988593208972,0.07149550935444465,1.0201801858683324,-0.032799264014110936,0.04847510162060501,0.1820886599003503,0.09914567797151388,0.9667410661656876,-0.021518519939955842,0.7918991384019527,0.7181796822181206,0.5762614540449629,-0.09957479354099469,-0.21489155139607038,0.12064205459937807,0.6709908079355976,0.3338735087504745,0.8622752158326998,-0.008178250225051704,0.9140465483539276,0.6637592653385354,0.44916639743234354,0.274075898273509,0.994007339901666,0.2960081732748509,-0.10309459022304582,0.4186361214602861,0.3382992431297906,-0.03203428730800454,1.0120572454558066,0.39438680594262965
202171_at,0.2362631662756855,0.3066076803913622,0.3570748187003126,0.5773160404373678,0.8704430650208078,0.41641090418724913,0.6003868006700621,0.7481867421058466,0.31006095323759386,0.762410924480929,0.7129104993720226,0.6143365001682303,0.9055572738171478,0.4818547261254791,0.18736147518953344,0.02256412988485985,-0.13860377788204095,-0.12525345251475853,0.44004049799183453,0.5900459334481035,0.4278014871677632,-0.016926412228092585,0.22332976695614215,0.011003306318521772,0.7069990032526239,0.34530174729396607,0.10585479990845688,0.14093095346866072,0.21597580788504064,-0.3523724378041401,-0.14488309599572347,0.7100634086809069,-0.07042020261319566,0.24697080068234153,0.29023042388461606,0.10768665983351633,0.08666773630188777
202172_at,0.4013070229762165,0.9825548132580016,0.7289427128437699,0.8928251125320755,0.9478671501207611,0.5712616152545341,0.8043333982905774,1.0097393913179873,0.36704177351510403,1.145016465674092,0.9623189539293108,0.7935199668603781,0.932986575507252,0.8227284238779415,0.46394910243505666,0.23616570857816796,0.23329158458611873,0.2805382706263481,0.5462190670411857,0.8100305420949471,0.2241575795137056,-0.07131745326728113,0.5410848279695027,0.3331400537656696,0.8479068163864516,0.5579233927612559,0.4352031533036703,0.5288496597697888,0.2841896053187354,-0.40834456002715974,0.3792121608147523,0.8089224029829778,0.35913386365161654,0.4588616620617463,0.3917594745920311,0.2543363960046454,0.5046951835579391
202173_s_at,-0.18332959758060924,-0.09930064846845867,-0.05812624100516948,0.13041242390144367,0.6152054453273069,0.14868126683957164,-0.03225438301906416,0.6298685996093596,-0.051072038913989225,0.5027139720863348,0.5680612893179251,0.6196277477543516,0.4949541544792569,0.2798629633588571,0.2543865778958725,-0.18595537037400175,-0.27040649921437354,-0.1515667405406909,0.1603107711551291,0.5147158698838596,0.4266123057754437,-0.01562940984524993,-0.36324782440996023,-0.6697174992495595,0.7981695749199663,-0.4366064961505747,-0.5083943415832178,0.13605190213941595,-0.28035867153854205,-0.5306200155384082,-0.4845082442212555,0.005647571913492081,0.3567229453830988,-0.2603815917021859,0.3260350589033753,-0.1400557389805046,-0.1024127488218632
219571_s_at,-1.3898738152809456,-1.0541061315748803,-1.2584234149642384,-1.2914080888970245,-0.5776314916349494,-1.4788473532374038,-1.362872777118199,-0.5235024655950296,-1.3312519031057004,-0.5116100959682163,-0.9420709247776319,-0.9457474497377004,-0.8409630924618966,-1.2790922868162033,-0.20106749408259028,-0.9850820384727585,-1.0685389042445572,-1.1886865042016523,-0.7254023754518801,-0.3907464432192506,-0.4417024486443148,-1.2202656889742247,-1.0647619716194492,-1.3698898173379552,-0.13617273403899668,-1.3153942235937168,-1.1464139100487325,-0.8312998844660839,-1.1734868781129462,-1.4843835789208928,-1.0627473985828586,-0.9217655263853142,-0.9380536162313339,-1.0448626893326953,-0.6507893635405267,-1.2302315008172522,-1.07056247350012
219778_at,-0.12466394024718778,-0.5862092621803627,0.3568920028856581,0.19678377477487774,0.6754008869121235,0.11284180470791742,0.2898050797258732,0.4439456183810398,-0.046965089096178456,0.2830761404721596,0.7043693922637464,0.5609180670572167,0.7672089269180224,0.7310701835630214,0.44701262651693424,0.6625741583238909,0.17222378690271528,0.21520812773528175,0.48239826251769036,0.896082833319721,0.2704988140354357,0.3496155062569418,0.109684547350911,0.22736058717959098,1.1326842405605242,0.5363098723571572,0.5319915803954555,0.2743948808964118,0.3638910468866089,-0.4047727442906821,0.019348319040486926,0.5493499802697439,0.5873650111831484,0.18410760679932875,1.0246053218403706,0.31360838335262947,0.5622339656881759
201369_s_at,-0.14004302609045657,0.19117194530408474,-0.08986150997265627,-0.24730928978153327,0.6221933557199334,0.09224327434456667,0.09454021586139039,0.43842366879345407,0.17454759050853097,0.402485476384056,0.7447466740755775,0.33792051697007236,0.4794584697055742,-0.02048793821826957,0.8490259899334163,0.5542018161137604,0.5435340033184546,0.47855193942101726,0.5577361064860127,0.4443774512263768,0.06258037756092015,0.6331556125542013,0.989711232803475,0.306478498038254,0.4816150645783939,-0.14067561826761227,0.8877513082489127,0.927642402873016,0.7688797177758286,0.6742283848096268,0.8672485575517044,1.0904190833717435,-0.0583630114635984,0.7510573341271448,0.7727913314964354,0.4672918299046426,0.533163235843422
203603_s_at,-1.897187233792155,-1.7580321498079947,-1.5438494200231887,-1.6114621044907154,-1.2135352570741234,-1.9777517109660046,-1.889482996008936,-1.4872830371852348,-2.0990782886915444,-1.4971125871092428,-1.3150713382941819,-1.4749964407425251,-1.3613583819352457,-1.6809656989569108,-1.1868373865543107,-1.1897433392677792,-1.5397891565930613,-1.4512773861224346,-1.1801549099673743,-0.4167059079177602,-0.8061788958307201,-1.3842164857553907,-1.3736767465303301,-1.3599617619068,-0.13252687754186648,-1.2585946576958102,-1.3022099533694607,-0.7152959841892849,-1.2197828344360808,-1.8255638519783979,-1.3686318143804872,-1.289388473187126,-0.955233542907308,-1.0426326090265616,-1.327805178264402,-1.576060609207706,-1.5188613057390006
205883_at,0.9046417832157989,1.2488498726262225,1.1171084440509094,1.2568031769187964,0.9027655995071031,1.3346480017783162,1.9416041900647651,1.6861299022983018,1.5123305796000108,1.6416058459894354,1.8781338852293685,1.193910114488146,0.9752476140182726,1.5642711818389547,0.6957198428583881,0.3899406658654132,0.8775632993462822,0.8493603876137412,0.8283422495350992,1.2460854783962139,1.4628236541161825,0.9283356225384376,1.3776011000587098,1.0221613507524479,1.146729599842245,1.586001596885953,1.0690894457801798,0.43916847049457614,0.6178178349937907,1.1083845270054327,1.0788319409556664,1.41400820032064,0.9080273245773675,1.2258195420479054,1.4116293268663234,1.137708343252776,0.6672196268764095
202982_s_at,0.5029254756314017,0.7697809320977533,0.8970075697447901,0.8758508201843387,1.1290405379493533,0.6433010447131481,0.7162160348217065,1.1805595760547645,0.386070750476121,1.0991995089940805,1.215859047949431,1.2215563168985049,1.062412243120465,0.45947986409292213,0.9917570487913128,0.5453865902166674,0.32449495058129474,0.5144414268936315,1.04902264390278,0.7128074966412014,-0.2238616202719611,0.7595904520796781,0.5335629687872285,0.18486769386967658,0.653536866470205,0.4223800348383433,0.5004288793335512,0.41449294030368966,0.5058592585045437,0.47659934718707203,0.6065113685907392,0.8446758609728896,0.2035145305592043,0.7012406963745444,0.7807620776460139,0.4128259675049668,0.38677429846285755
217741_s_at,1.61865739675401,0.7987743851925129,1.8853087723203221,2.2435119467681615,1.6694035250242456,1.8546943566564038,2.316843154202775,1.5069583232916524,1.6656615578366776,1.8728913142835104,1.777678961820493,1.7042143893987178,1.85770679921789,1.8321807114840398,1.2211522695809063,1.1068480654834618,1.0435987026692926,1.0233805845741364,1.0619516693924749,1.5773316366390193,1.6262957339699524,1.010060090558166,1.6375049792570575,1.5222608904548134,1.2916776484271455,2.2566705780955045,1.3905698461376097,1.2945602993066445,1.631999001358379,0.9282835841945526,1.512383081733379,2.1064547489330976,1.4047014118690684,1.4673666040332898,1.4742802171037646,1.3211482663648813,1.7248676566111931
200047_s_at,0.2984050683446802,0.9031910136876314,0.7125758914473193,0.7745293315254209,1.0002157930941276,0.4675186641082828,0.8634343340697748,1.0445028238097513,0.4376440114146728,1.215497406130497,1.0658416753186608,1.012594066318325,1.0549108628979063,0.7578626291920566,1.2897791048700151,0.9737374090734091,0.557695069327303,0.7157300285273515,1.0579414222489452,1.4263458661929307,1.5790642528035594,0.7280066330674899,0.5281326000352086,0.5404269160634303,1.4906816050682523,0.9228775647501741,0.6945139592402504,1.2793660584673645,0.5929564144642603,0.12287288845347208,0.7330006232992379,1.0193637970624814,1.186489675158789,0.7732180289901143,1.1624765062798093,0.8572691963868342,0.9974233400878785
200638_s_at,0.20942774605851822,0.2213293162664223,0.3403203350568702,0.12742613439705888,0.705848577039984,0.2054383038510504,0.21366386648902727,0.826191181753573,0.1777679795509935,0.4433779239908446,0.7367566780752143,0.7877233424728676,0.9704881927667951,0.26726257196136544,0.846797418340064,1.0494313548854033,0.36791618960203676,0.43520154587694077,0.9340265529272556,1.3985280252770766,1.2801645368964063,0.3478333687403129,0.4665377990058698,0.45771416044585816,1.2873079486024825,0.2656773121215307,0.8617650090143195,1.1002620072991265,1.056122817430622,0.08280679599193326,1.0538981912807515,0.6640985460949957,0.9339960287459587,0.9449456134457077,0.7849644507694864,0.3496857977439022,0.8995666303514713
212426_s_at,0.2894183422109312,0.8225702140251516,0.8311530871641301,0.49466073493418994,1.046866666868528,0.3722547401687981,0.6899453600464727,1.0928941605101272,0.10917395192006707,0.8803420099600123,0.7773212050286435,0.6472279769759215,1.0393193470041708,0.09296539608985654,1.5676790548334625,1.2114880934591439,0.9154392930777749,0.9388913777436829,1.1935131909039258,1.2430460933504732,1.0829770143993693,0.5048541216008522,0.840430226123405,0.851134737572852,1.4556595932269498,0.8507378430555985,0.9239888180365978,1.2266484950880976,0.7604230849831644,0.14055321921391103,1.0979429016938378,0.8050356080762541,1.0330224083949051,0.8968755818394167,0.8402069620548067,0.7582638417515134,0.7666722662740856
213699_s_at,1.0196180342358656,1.0860160698296624,1.1932133609932527,0.7131072755788312,1.3844541284761913,0.7009970614370516,1.1268834093289821,1.5071817585645695,0.7153663608900249,1.2302685405646405,1.3010100032771323,1.0748886340129507,1.659077880849847,0.5264065186236977,1.8795062526473822,1.7405369497602394,1.2624199023417313,1.3137454703364446,1.6602743182689894,1.8290903367691536,1.5623037853868047,1.161906855467408,1.245188867619319,1.3828216511323854,1.8333798545572821,1.325945857529599,1.31872964058553,1.5960982148884757,1.4157229481477098,0.6731308674484876,1.5783263031453199,1.2705379798790322,1.520393338476044,1.4472383986542665,1.3985208905236592,1.294141671314981,1.203620284654995
217717_s_at,0.1270311554784733,0.6007813390346327,0.2524609827631984,0.28342452643502036,1.1486390446407897,0.08908547661917068,0.028946732482104703,0.8858799940710917,0.05609872342521857,0.5544260315766814,0.23267161970445702,0.4122559922692628,0.4791445752929514,0.36304285022188415,0.9144699379518547,0.6609618766002322,0.34369304450940413,0.4802221208651844,0.8043761406450534,0.7956237862251914,0.7547924234979134,0.4151388746435913,0.16831496636621196,0.22874878090015802,1.1985477183925703,0.10723999324985829,0.4551734226398283,1.1080889488837788,0.5833698122673432,-0.0368311500946683,0.5100131023484056,0.8160979143207393,0.8607514956724963,0.430225854136323,1.1576749477971813,0.5275141733586718,0.5678989162590863
221749_at,-0.17833154285385366,0.49586367376732104,0.08785510149180245,0.22936766002195835,0.4135615809397434,-0.09534930559457201,0.25198672369731767,0.8459556182868849,-0.022440556746303915,0.573579679614266,0.5551520593042936,0.385634970011583,0.4404455999970075,0.1426397567428819,0.3054970874662576,0.2712017834100013,0.10087857764613745,0.20253839626895936,0.2737523551972765,0.8127364382763439,0.9528096586259063,-0.10639898773037808,-0.3107656905442295,0.09161733849120124,0.7625613203018206,0.2469034796203968,0.0037624487079615998,0.5982118590917499,0.11456724826396558,-0.4866842168493195,-0.030645479096026104,0.1612755579126829,0.32926363910624423,0.2706621252658308,0.4430197302226504,-0.17071475713079157,0.2933109966144514
217812_at,-0.005801377154521339,0.7737457059606885,0.5273033405049687,0.541096310248176,0.5341048397806524,0.09387843478655326,0.2044014008017583,0.8358457448437253,-0.03588815444973942,0.572067720878097,0.915771348480663,0.5742444476219662,0.6736469174419175,0.38238538782601167,0.7323100561738672,0.748029762914042,0.5081054411593136,0.5232673554447751,0.5809108383417132,1.0481561567386366,1.3505079118722043,0.48719093546569026,0.070845645430997,0.5507299278192797,1.1434642382051472,0.507501681730129,0.3453806172831842,1.1006421651558007,0.12989532096789672,-0.3022363005945382,0.3950160897921957,0.29805413451480306,0.3992025941531599,0.462569839267144,0.5162568255142747,0.34251673810028394,0.5600354083343472
