,Control,DMD,Unknown
Module_13,0.3969969039269754,-0.44436701092183295,0.2468087264031914
Module_2,-0.3720479559918834,0.3978502049460769,-0.21322959413931092
Module_1,-0.40620270087309457,0.41763262311160493,-0.21653378550839916
Module_12,-0.11342112745069798,0.09281614717094538,-0.037333257030128575
Module_14,0.23440959503852132,-0.1856978279925321,0.07120241732373037
Module_3,-0.3734565067881878,0.3797041607810723,-0.19493668870329142
